T,H,P
26.71,58.31,0
26.71,58.3,0
26.7,58.36,0
26.73,58.36,0
26.74,58.38,0
26.75,58.39,0
26.76,58.34,0
26.76,58.32,0
26.78,58.31,0
26.79,58.34,0
26.79,58.46,0
26.8,58.59,0
26.82,58.61,0
26.83,58.62,0
26.83,59.21,0
26.83,58.84,0
26.83,58.84,0
26.84,58.8,0
26.84,58.74,0
26.85,58.73,0
26.85,58.89,0
26.85,58.89,0
26.85,58.95,0
26.86,59.2,0
26.86,58.98,0
26.86,58.91,0
26.88,59.2,0
26.88,59.8,0
26.9,59.2,0
26.93,59.18,0
26.93,59.15,0
26.93,59.2,0
26.94,59.15,0
26.95,59.18,0
26.95,59.16,0
26.95,59.18,0
26.95,59.19,0
26.96,59.19,0
26.95,59.24,0
26.95,59.26,0
26.94,59.34,0
26.95,59.46,0
26.96,59.57,0
26.96,59.5,0
26.97,59.69,0
26.98,60.4,0
26.97,59.98,0
27,59.79,0
27.2,59.93,0
27.3,59.79,0
27.4,59.73,0
27.5,59.73,0
27.6,59.73,0
27.7,59.72,0
27.7,59.76,0
27.8,59.96,0
27.1,59.82,0
27.11,59.82,0
27.12,59.75,0
27.14,59.71,0
27.15,59.73,0
27.15,59.72,0
27.17,59.72,0
27.17,59.71,0
27.18,59.72,0
27.19,59.75,0
27.21,59.71,0
27.2,59.69,0
27.22,59.68,0
27.22,59.68,0
27.22,59.68,0
27.23,59.67,0
27.23,59.72,0
27.23,59.72,0
27.24,59.73,0
27.24,59.74,0
27.25,59.75,0
27.25,59.79,0
27.25,59.77,0
27.25,59.83,0
27.26,59.83,0
27.26,59.82,0
27.26,59.85,0
27.25,59.89,0
27.26,59.92,0
27.26,59.94,0
27.27,59.93,0
27.28,59.95,0
27.28,59.94,0
27.28,59.96,0
27.3,59.94,0
27.31,59.94,0
27.32,59.95,0
27.32,59.98,0
27.32,60,0
27.32,60.1,0
27.32,60.1,0
27.31,60.3,0
27.32,60.3,0
27.34,60.2,0
27.36,59.97,0
27.36,60.2,0
27.36,60.3,0
27.37,59.99,0
27.35,60.3,0
27.33,60.13,0
27.34,60.1,0
27.35,60.5,0
27.34,60.5,0
27.34,60.6,0
27.36,60.5,0
27.36,60.6,0
27.35,60.11,0
27.35,60.12,0
27.36,60.13,0
27.36,60.13,0
27.36,60.19,0
27.35,60.17,0
27.34,60.16,0
27.36,60.13,0
27.36,60.14,0
27.36,60.15,0
27.38,60.1,0
27.37,60.6,0
27.36,60.11,0
27.37,60.1,0
27.35,60.11,0
27.34,60.13,0
27.34,60.17,0
27.35,60.24,0
27.32,60.23,0
27.32,60.22,0
27.31,60.24,0
27.3,60.22,0
27.29,60.35,0
27.28,60.39,0
27.27,60.36,0
27.25,60.49,0
27.26,60.55,0
27.25,60.44,0
27.25,60.42,0
27.25,60.42,0
27.23,60.52,0
27.25,60.47,0
27.22,60.62,0
27.24,60.55,0
27.23,60.52,0
27.22,60.56,0
27.23,60.48,0
27.23,60.47,0
27.22,60.44,0
27.23,60.48,0
27.24,60.65,0
27.24,60.65,0
27.23,60.59,0
27.22,60.57,0
27.22,60.62,0
27.22,60.56,0
27.2,60.57,0
27.2,60.55,0
27.2,60.55,0
27.2,60.58,0
27.18,60.62,0
27.18,60.72,0
27.18,60.69,0
27.18,60.66,0
27.18,60.63,0
27.17,60.64,0
27.17,60.63,0
27.17,60.67,0
27.16,60.73,0
27.15,60.78,0
27.14,60.75,0
27.13,60.74,0
27.13,60.78,0
27.12,60.81,0
27.12,60.9,0
27.11,60.95,0
27.11,60.93,0
27.11,61.1,0
27.1,60.97,0
27.1,61,0
27.11,60.96,0
27.9,60.96,0
27.1,60.98,0
27.9,61.2,0
27.8,61.4,0
27.6,61.7,0
27.7,61.8,0
27.6,61.1,0
27.6,61.12,0
27.5,61.12,0
27.6,61.1,0
27.7,61.15,0
27.8,61.11,0
27.8,61.9,0
27.8,61.5,0
27.9,61.9,0
27.8,61.7,0
27.7,61.9,0
27.7,61.11,0
27.7,61.11,0
27.7,61.17,0
27.8,61.14,0
27.8,61.13,0
27.7,61.13,0
27.7,61.27,0
27.7,61.36,0
27.8,61.31,0
27.8,61.31,0
27.6,61.28,0
27.6,61.31,0
27.6,61.31,0
27.5,61.31,0
27.6,61.3,0
27.6,61.3,0
27.7,61.35,0
27.7,61.38,0
27.7,61.34,0
27.6,61.39,0
27.7,61.44,0
27.5,61.49,0
27.5,61.42,0
27.4,61.39,0
27.4,61.41,0
27.3,61.48,0
27.4,61.44,0
27.4,61.45,0
27.4,61.44,0
27.3,61.43,0
27.3,61.43,0
27.4,61.42,0
27.2,61.5,0
27.2,61.51,0
27.2,61.53,0
27.1,61.52,0
27.3,61.5,0
27.1,61.47,0
27.1,61.52,0
27.1,61.54,0
27,61.6,0
27.1,61.68,0
27,61.64,0
27.1,61.65,0
27.1,61.64,0
27.2,61.68,0
27.1,61.69,0
27.2,61.72,0
27.1,61.69,0
27.1,61.71,0
27.2,61.72,0
27.3,61.73,0
27.3,61.7,0
27.3,61.69,0
27.2,61.67,0
27.1,61.71,0
27.1,61.72,0
27.2,61.69,0
27.2,61.68,0
27.3,61.68,0
27.2,61.77,0
27.2,61.73,0
27.2,61.75,0
27.1,61.71,0
27.1,61.74,0
27,61.75,0
27,61.76,0
26.99,61.84,0
26.99,61.83,0
27,61.89,0
27,61.9,0
27.1,61.89,0
27.1,61.84,0
27,61.91,0
27,61.92,0
26.99,61.92,0
26.98,61.94,0
26.99,61.96,0
26.99,61.93,0
27.1,61.91,0
27.1,61.95,0
26.99,61.95,0
27,61.96,0
26.99,62.2,0
26.99,62.15,0
26.98,62.18,0
26.99,62.16,0
26.99,62.7,0
27,62.5,0
26.99,62.1,0
26.99,62.7,0
26.97,62.1,0
26.97,62.12,0
26.97,62.14,0
26.99,62.16,0
26.99,62.14,0
26.98,62.13,0
26.98,62.17,0
26.97,62.17,0
26.98,62.2,0
26.97,62.23,0
26.98,62.27,0
26.98,62.26,0
26.98,62.26,0
26.97,62.25,0
26.99,62.27,0
26.98,62.26,0
26.98,62.3,0
26.98,62.42,0
27,62.46,0
27.1,62.4,0
27.2,62.38,0
27.3,62.37,0
27.4,62.37,0
27.5,62.42,0
27.4,62.45,0
27.4,62.46,0
27.4,62.46,0
27.4,62.43,0
27.3,62.39,0
27.3,62.41,0
27.2,62.41,0
27.3,62.45,0
27.4,62.43,0
27.4,62.42,0
27.2,62.43,0
27.2,62.44,0
27.2,62.44,0
27.1,62.45,0
27.3,62.44,0
27.3,62.46,0
27.4,62.45,0
27.4,62.43,0
27.3,62.44,0
27.3,62.49,0
27.4,62.61,0
27.4,62.6,0
27.5,62.58,0
27.3,62.59,0
27.3,62.58,0
27.4,62.58,0
27.4,62.56,0
27.3,62.59,0
27.3,62.57,0
27.2,62.6,0
27.2,62.67,0
27.1,62.71,0
27.1,62.69,0
27.3,62.67,0
27.2,62.7,0
27.2,62.72,0
27.2,62.69,0
27.1,62.69,0
27,62.7,0
27.1,62.72,0
27.1,62.8,0
27,62.8,0
27,62.79,0
27,62.78,0
27,62.83,0
27,62.84,0
27,62.85,0
27.1,62.86,0
27.1,62.97,0
27,62.93,0
27,62.93,0
27.1,62.88,0
26.99,62.88,0
27.1,62.88,0
27,62.9,0
26.99,62.94,0
26.99,62.96,0
27,62.94,0
27,63.2,0
27,63,0
27.1,63.3,0
27.2,63.3,0
27.1,63,0
27.1,62.99,0
27.1,63,0
27.1,63.3,0
27,63.7,0
27.1,63.7,0
27.1,63.6,0
27,63.7,0
26.99,63.13,0
27,63.17,0
27,63.15,0
27.1,63.15,0
27.2,63.16,0
27.1,63.18,0
27.3,63.12,0
27.4,63.13,0
27.3,63.22,0
27.3,63.15,0
27.2,63.2,0
27.5,63.23,0
27.4,63.23,0
27.2,63.24,0
27.2,63.23,0
27.2,63.25,0
27.2,63.25,0
27.4,63.24,0
27.3,63.23,0
27.3,63.24,0
27.3,63.25,0
27.1,63.26,0
27.3,63.26,0
27.4,63.23,0
27.2,63.23,0
27.2,63.3,0
27.3,63.3,0
27.3,63.31,0
27.2,63.38,0
27.3,63.37,0
27.3,63.34,0
27.3,63.34,0
27.2,63.35,0
27.3,63.36,0
27.3,63.37,0
27.3,63.35,0
27.2,63.35,0
27.3,63.38,0
27.3,63.37,0
27.3,63.39,0
27.3,63.39,0
27.3,63.39,0
27.1,63.4,0
27.2,63.41,0
27.2,63.45,0
27.1,63.45,0
27.2,63.44,0
27,63.46,0
27,63.47,0
27.1,63.48,0
27,63.51,0
27.1,63.5,0
27.1,63.47,0
27.2,63.48,0
27.1,63.49,0
27.2,63.5,0
27.1,63.49,0
27.2,63.49,0
27.2,63.54,0
27.3,63.52,0
27.3,63.56,0
27.3,63.65,0
27.2,63.65,0
27.4,63.63,0
27.4,63.62,0
27.2,63.62,0
27.2,63.72,0
27.2,63.71,0
27.1,63.77,0
27.1,63.93,0
27.2,63.9,0
27.3,63.86,0
27.3,63.84,0
27.1,63.81,0
27.1,63.79,0
27.2,63.77,0
27.2,63.74,0
27.1,63.75,0
27.1,63.78,0
27,63.77,0
27,63.83,0
27.1,63.84,0
27,63.84,0
26.99,63.81,0
27,63.84,0
26.98,63.83,0
26.99,63.82,0
26.99,63.85,0
26.99,63.85,0
27,63.85,0
27,63.86,0
27,63.85,0
27,63.85,0
27,63.83,0
27.1,63.87,0
27,63.86,0
27.1,63.89,0
27,63.9,0
27.1,63.87,0
27,63.9,0
27,63.9,0
27.1,63.9,0
27.1,63.92,0
27,63.92,0
27,63.95,0
27,63.97,0
27,64.5,0
27,64.3,0
27,64.1,0
27.1,64.3,0
27.1,64.12,0
27,64.12,0
26.99,64.1,0
27,64.8,0
27.1,64.13,0
26.99,64.14,0
27,64.16,0
27.1,64.14,0
26.99,64.13,0
27,64.12,0
27.1,64.1,0
27,64.18,0
27.1,64.16,0
27.1,64.15,0
27.2,64.13,0
27.2,64.13,0
27.4,64.18,0
27.4,64.14,0
27.4,64.14,0
27.4,64.13,0
27.1,64.13,0
,,0
,,0
27.2,64.14,0
27.1,64.14,0
27.2,64.14,0
27.1,64.16,0
27.2,64.18,0
27,64.18,0
26.99,64.2,0
27,64.22,0
27.1,64.22,0
27,64.23,0
27.1,64.22,0
26.99,64.23,0
27.1,64.21,0
27.2,64.21,0
27.1,64.21,0
27.2,64.2,0
27.4,64.21,0
27.2,64.2,0
27.3,64.24,0
27.2,64.21,0
27.3,64.24,0
27.4,64.25,0
27.2,64.25,0
27.2,64.24,0
27.4,64.25,0
27.4,64.27,0
27.3,64.28,0
27.3,64.29,0
27.4,64.27,0
27.4,64.27,0
27.3,64.27,0
27.4,64.27,0
27.4,64.32,0
27.3,64.35,0
27.2,64.35,0
27.4,64.34,0
27.2,64.36,0
27.4,64.36,0
27.2,64.35,0
27.3,64.35,0
27.3,64.35,0
27.2,64.37,0
27.4,64.37,0
27.4,64.38,0
27.3,64.38,0
27.4,64.36,0
27.4,64.35,0
27.5,64.37,0
27.4,64.36,0
27.4,64.38,0
27.5,64.37,0
27.6,64.37,0
27.4,64.37,0
27.5,64.36,0
27.5,64.36,0
27.4,64.37,0
27.4,64.41,0
27.4,64.43,0
27.4,64.43,0
27.4,64.45,0
27.3,64.43,0
27.4,64.42,0
27.4,64.43,0
27.4,64.43,0
27.4,64.44,0
27.4,64.42,0
27.4,64.47,0
27.4,64.44,0
27.3,64.48,0
27.3,64.46,0
27.2,64.5,0
27.1,64.48,0
27.2,64.55,0
27.2,64.55,0
27.5,64.53,0
27.5,64.52,0
27.4,64.5,0
27.4,64.51,0
27.5,64.53,0
27.5,64.56,0
27.6,64.53,0
27.6,64.51,0
27.6,64.52,0
27.5,64.51,0
27.5,64.63,0
27.6,64.63,0
27.6,64.6,0
27.6,64.61,0
27.6,64.61,0
27.6,64.61,0
27.6,64.59,0
27.6,64.58,0
27.6,64.61,0
27.5,64.58,0
27.6,64.59,0
27.5,64.61,0
27.6,64.58,0
27.5,64.58,0
27.5,64.61,0
27.5,64.6,0
27.6,64.59,0
27.6,64.6,0
27.6,64.65,0
27.6,64.63,0
27.5,64.63,0
27.5,64.65,0
27.6,64.65,0
27.6,64.63,0
27.6,64.62,0
27.6,64.65,0
27.7,64.68,0
27.6,64.62,0
27.5,64.61,0
27.5,64.62,0
27.8,64.59,0
27.7,64.61,0
27.7,64.61,0
27.9,64.63,0
27.8,64.63,0
27.7,64.61,0
27.6,64.64,0
27.5,64.65,0
27.6,64.67,0
27.6,64.67,0
27.6,64.66,0
27.6,64.65,0
27.7,64.67,0
27.7,64.65,0
27.6,64.63,0
27.7,64.68,0
27.5,64.76,0
27.5,64.73,0
27.5,64.75,0
27.6,64.76,0
27.5,64.77,0
27.5,64.82,0
27.6,64.76,0
27.6,64.78,0
27.6,64.81,0
27.6,64.79,0
27.4,64.8,0
27.6,64.81,0
27.7,64.77,0
27.7,64.79,0
27.6,64.79,0
27.6,64.76,0
27.8,64.77,0
27.6,64.78,0
27.7,64.78,0
27.7,64.78,0
27.7,64.77,0
27.5,64.78,0
27.5,64.8,0
27.6,64.78,0
27.5,64.78,0
27.6,64.81,0
27.5,64.82,0
27.7,64.79,0
27.7,64.8,0
27.7,64.75,0
27.7,64.77,0
27.7,64.77,0
27.8,64.8,0
27.6,64.8,0
27.6,64.8,0
27.7,64.8,0
27.6,64.77,0
27.7,64.79,0
27.8,64.79,0
27.6,64.78,0
27.7,64.78,0
27.6,64.8,0
27.7,64.81,0
27.7,64.79,0
27.7,64.8,0
27.6,64.87,0
27.6,64.88,0
27.7,64.86,0
27.6,64.84,0
27.8,64.84,0
27.8,64.84,0
27.7,64.83,0
27.7,64.85,0
27.9,64.84,0
27.8,64.82,0
27.9,64.82,0
27.9,64.8,0
27.8,64.8,0
27.8,64.79,0
27.1,64.79,0
27.9,64.81,0
27.8,64.79,0
27.1,64.78,0
27.1,64.85,0
27.1,64.86,0
27.1,64.82,0
27.12,64.8,0
27.11,64.8,0
27.1,64.81,0
27.1,64.82,0
27.1,64.86,0
27.9,64.86,0
27.8,64.86,0
27.8,64.84,0
27.9,64.88,0
27.9,64.89,0
27.1,64.87,0
27.12,64.84,0
27.11,64.83,0
27.12,64.86,0
27.11,64.86,0
27.11,64.87,0
27.11,64.89,0
27.11,64.84,0
27.12,64.9,0
27.12,64.92,0
27.13,64.94,0
27.13,65,0
27.12,65.8,0
27.11,65.5,0
27.11,65.9,0
27.11,65.6,0
27.11,65.6,0
27.12,65.4,0
27.13,65.4,0
27.13,64.98,0
27.13,64.97,0
27.14,65.3,0
27.14,65,0
27.16,64.95,0
27.16,65.2,0
27.16,65.1,0
27.16,65.1,0
27.16,65.2,0
27.16,65.3,0
27.16,65.4,0
27.15,65.2,0
27.15,65.2,0
27.16,65.8,0
27.17,65.4,0
27.18,65.3,0
27.17,65,0
27.15,65.7,0
27.16,65.6,0
27.17,65.6,0
27.19,65.1,0
27.19,65,0
27.2,65.5,0
27.21,65.6,0
27.21,65.2,0
27.21,65,0
27.22,64.98,0
27.22,65.1,0
27.22,65.15,0
27.23,65.14,0
27.22,65.8,0
27.23,65.7,0
27.23,65.12,0
27.22,65.8,0
27.23,65.9,0
27.23,65.4,0
27.23,65.4,0
27.23,65.4,0
27.23,65.5,0
27.23,65.1,0
27.24,65.11,0
27.24,65.11,0
27.25,65.13,0
27.25,65.9,0
27.24,65.14,0
27.25,65.14,0
27.27,65.14,0
27.25,65.13,0
27.25,65.18,0
27.26,65.2,0
27.24,65.23,0
27.25,65.27,0
27.25,65.28,0
27.25,65.3,0
27.26,65.33,0
27.25,65.41,0
27.26,65.45,0
27.26,65.45,0
27.26,65.44,0
27.26,65.46,0
27.28,65.42,0
27.28,65.41,0
27.3,65.4,0
27.3,65.44,0
27.3,65.43,0
27.31,65.48,0
27.31,65.46,0
27.32,65.43,0
27.32,65.45,0
27.32,65.45,0
27.33,65.4,0
27.34,65.42,0
27.33,65.43,0
27.32,65.48,0
27.33,65.48,0
27.33,65.48,0
27.33,65.49,0
27.32,65.53,0
27.34,65.5,0
27.35,65.54,0
27.37,65.56,0
27.39,65.51,0
27.38,65.48,0
27.41,65.48,0
27.41,65.45,0
27.42,65.44,0
27.44,65.37,0
27.44,65.37,0
27.44,65.39,0
27.44,65.4,0
27.45,65.43,0
27.47,65.43,0
27.47,65.42,0
27.47,65.43,0
27.48,65.44,0
27.48,65.43,0
27.48,65.4,0
27.48,65.41,0
27.48,65.42,0
27.5,65.45,0
27.5,65.43,0
27.51,65.38,0
27.51,65.37,0
27.51,65.38,0
27.51,65.37,0
27.52,65.37,0
27.53,65.34,0
27.54,65.38,0
27.55,65.39,0
27.55,65.37,0
27.54,65.36,0
27.57,65.33,0
27.56,65.33,0
27.57,65.33,0
27.57,65.32,0
27.58,65.3,0
27.59,65.32,0
27.6,65.27,0
27.61,65.28,0
27.62,65.34,0
27.62,65.35,0
27.62,65.34,0
27.63,65.33,0
27.63,65.36,0
27.64,65.36,0
27.66,65.36,0
27.65,65.38,0
27.66,65.39,0
27.67,65.42,0
27.68,65.41,0
27.68,65.36,0
27.69,65.32,0
27.71,65.26,0
27.7,65.23,0
27.7,65.25,0
27.7,65.24,0
27.7,65.25,0
27.71,65.26,0
27.72,65.25,0
27.72,65.23,0
27.73,65.25,0
27.73,65.24,0
27.73,65.22,0
27.72,65.21,0
27.73,65.19,0
27.73,65.2,0
27.73,65.24,0
27.75,65.23,0
27.76,65.22,0
27.76,65.2,0
27.76,65.19,0
27.77,65.18,0
27.77,65.22,0
27.77,65.22,0
27.76,65.2,0
27.76,65.21,0
27.77,65.22,0
27.78,65.21,0
27.78,65.18,0
27.79,65.2,0
27.79,65.18,0
27.79,65.18,0
27.79,65.2,0
27.8,65.19,0
27.81,65.19,0
27.82,65.16,0
27.83,65.15,0
27.83,65.16,0
27.84,65.16,0
27.86,65.11,0
27.86,65.7,0
27.88,65.8,0
27.89,65.5,0
27.87,65.7,0
27.88,65.7,0
27.9,65,0
27.9,65,0
27.91,65.2,0
27.9,65.3,0
27.91,65.2,0
27.91,65.2,0
27.92,65.3,0
27.92,65,0
27.91,64.99,0
27.91,65,0
27.91,65.1,0
27.92,65,0
27.92,64.97,0
27.92,64.97,0
27.94,64.92,0
27.96,64.89,0
27.96,64.9,0
27.97,64.89,0
27.97,64.85,0
27.98,64.82,0
27.99,64.79,0
27.99,64.75,0
27.99,64.75,0
27.99,64.79,0
27.99,64.78,0
28.1,64.78,0
28.1,64.78,0
27.99,64.81,0
28.1,64.81,0
28.3,64.79,0
28.2,64.75,0
28.2,64.74,0
28.4,64.75,0
28.4,64.69,0
28.5,64.66,0
28.5,64.69,0
28.5,64.72,0
28.5,64.71,0
28.4,64.74,0
28.5,64.75,0
28.5,64.74,0
28.7,64.73,0
28.7,64.73,0
28.6,64.74,0
28.6,64.74,0
28.6,64.77,0
28.5,64.78,0
28.5,64.79,0
28.7,64.78,0
28.7,64.75,0
28.7,64.77,0
28.8,64.77,0
28.8,64.76,0
28.9,64.74,0
28.9,64.76,0
28.9,64.77,0
28.9,64.75,0
28.9,64.76,0
28.1,64.79,0
28.1,64.75,0
28.9,64.75,0
28.1,64.76,0
28.11,64.73,0
28.12,64.72,0
28.12,64.74,0
28.11,64.75,0
28.13,64.73,0
28.12,64.73,0
28.13,64.76,0
28.15,64.73,0
28.16,64.69,0
28.17,64.67,0
28.17,64.67,0
28.17,64.69,0
28.17,64.67,0
28.18,64.69,0
28.18,64.68,0
28.18,64.67,0
28.19,64.65,0
28.18,64.66,0
28.18,64.68,0
28.18,64.69,0
28.19,64.67,0
28.19,64.69,0
28.19,64.67,0
28.19,64.68,0
28.19,64.68,0
28.19,64.68,0
28.19,64.67,0
28.19,64.68,0
28.19,64.68,0
28.19,64.68,0
28.19,64.67,0
28.18,64.7,0
28.19,64.67,0
28.19,64.68,0
28.2,64.66,0
28.2,64.65,0
28.18,64.66,0
28.2,64.68,0
28.21,64.67,0
28.19,64.67,0
28.19,64.66,0
28.19,64.7,0
28.19,64.66,0
28.18,64.7,0
28.19,64.68,0
28.19,64.66,0
28.19,64.61,0
28.18,64.65,0
28.2,64.62,0
28.2,64.64,0
28.21,64.57,0
28.23,64.54,0
28.24,64.53,0
28.24,64.52,0
28.25,64.51,0
28.25,64.48,0
28.25,64.5,0
28.25,64.49,0
28.27,64.48,0
28.26,64.45,0
28.26,64.44,0
28.25,64.44,0
28.26,64.46,0
28.26,64.47,0
28.26,64.47,0
28.26,64.46,0
28.27,64.43,0
28.27,64.46,0
28.27,64.44,0
28.25,64.44,0
28.25,64.41,0
28.27,64.36,0
28.27,64.41,0
28.28,64.4,0
28.28,64.37,0
28.28,64.39,0
28.28,64.4,0
28.27,64.41,0
28.28,64.39,0
28.28,64.4,0
28.3,64.37,0
28.32,64.33,0
28.33,64.31,0
28.32,64.3,0
28.33,64.3,0
28.31,64.32,0
28.32,64.32,0
28.32,64.28,0
28.33,64.27,0
28.32,64.29,0
28.33,64.29,0
28.33,64.29,0
28.32,64.29,0
28.32,64.28,0
28.32,64.27,0
28.32,64.25,0
28.31,64.25,0
28.31,64.24,0
28.33,64.26,0
28.33,64.27,0
28.34,64.24,0
28.35,64.24,0
28.34,64.21,0
28.36,64.18,0
28.35,64.16,0
28.37,64.18,0
28.36,64.16,0
28.35,64.17,0
28.36,64.17,0
28.36,64.16,0
28.36,64.15,0
28.37,64.14,0
28.36,64.13,0
28.38,64.12,0
28.37,64.13,0
28.38,64.14,0
28.37,64.12,0
28.38,64.12,0
28.37,64.13,0
28.37,64.12,0
28.36,64.12,0
28.37,64.11,0
28.37,64.11,0
28.37,64.11,0
28.36,64.12,0
28.36,64.11,0
28.37,64.7,0
,,0
28.42,64.4,0
28.43,63.96,0
28.43,63.95,0
28.45,63.89,0
28.46,63.86,0
28.44,63.88,0
28.43,63.9,0
28.42,63.88,0
28.42,63.91,0
28.43,63.91,0
28.44,63.9,0
28.44,63.88,0
28.45,63.86,0
28.44,63.89,0
28.45,63.87,0
28.45,63.82,0
28.46,63.81,0
28.46,63.82,0
28.45,63.79,0
28.45,63.8,0
28.46,63.79,0
28.44,63.78,0
28.46,63.79,0
28.47,63.79,0
28.48,63.74,0
28.49,63.7,0
28.49,63.62,0
28.5,63.59,0
28.51,63.59,0
28.51,63.56,0
28.51,63.56,0
28.51,63.57,0
28.53,63.5,0
28.52,63.25,0
28.51,63.23,0
28.51,63.29,0
28.53,63.27,0
28.51,63.26,0
28.5,63.22,0
28.49,63.17,0
28.45,63.18,0
28.45,63.18,0
28.46,63.21,0
28.43,63.23,0
28.44,63.27,0
28.43,63.31,0
28.43,63.29,0
28.45,63.33,0
28.43,63.37,0
28.43,63.38,0
28.41,63.45,0
28.41,63.52,0
28.41,63.55,0
28.41,63.55,0
28.41,63.57,0
28.4,63.6,0
28.41,63.64,0
28.4,63.66,0
28.41,63.64,0
28.41,63.67,0
28.41,63.67,0
28.42,63.7,0
28.4,63.74,0
28.41,63.74,0
28.42,63.73,0
28.42,63.74,0
28.42,63.77,0
28.41,63.83,0
28.4,63.84,0
28.41,63.86,0
28.4,63.86,0
28.4,63.86,0
28.4,63.91,0
28.42,63.93,0
28.42,63.87,0
28.42,63.92,0
28.4,63.93,0
28.4,63.95,0
28.41,63.98,0
28.41,63.98,0
28.4,63.98,0
28.42,63.99,0
28.42,63.98,0
28.42,64.4,0
28.44,64.1,0
28.43,63.98,0
28.43,64.1,0
28.43,64.9,0
28.43,64.5,0
28.43,64.13,0
28.43,64.16,0
28.44,64.1,0
28.45,64.4,0
28.45,64.3,0
28.45,64.9,0
28.45,64.12,0
28.45,64.11,0
28.45,64.15,0
28.45,64.13,0
28.45,64.18,0
28.44,64.17,0
28.45,64.12,0
28.46,64.13,0
28.46,64.15,0
28.48,64.7,0
28.49,64.7,0
28.47,64.8,0
28.48,64.8,0
28.47,64.1,0
28.47,64.1,0
28.5,64.9,0
28.5,64.5,0
28.52,64.2,0
28.53,64.1,0
28.54,63.99,0
28.55,63.95,0
28.57,63.94,0
28.56,63.94,0
28.58,63.96,0
28.57,63.92,0
28.58,63.93,0
28.59,63.92,0
28.6,63.92,0
28.6,63.89,0
28.61,63.9,0
28.6,63.87,0
28.6,63.91,0
28.62,63.94,0
28.62,63.91,0
28.63,63.92,0
28.62,63.91,0
28.63,63.95,0
28.62,63.94,0
28.62,63.92,0
28.62,63.96,0
28.62,63.97,0
28.63,63.94,0
28.63,63.94,0
28.63,63.97,0
28.63,63.93,0
28.62,63.94,0
28.64,63.92,0
28.64,63.93,0
28.66,63.88,0
28.68,63.86,0
28.68,63.85,0
28.68,63.85,0
28.67,63.87,0
28.66,63.91,0
28.67,63.91,0
28.66,63.94,0
28.65,63.95,0
28.65,63.93,0
28.66,63.98,0
28.67,63.97,0
28.67,63.96,0
28.66,63.96,0
28.66,63.98,0
28.67,64.1,0
28.67,64.6,0
28.68,64.3,0
28.67,64.4,0
28.66,64.2,0
28.67,64.4,0
28.66,64.4,0
28.68,64.5,0
28.67,64.6,0
28.66,64.9,0
28.66,64.9,0
28.68,64.9,0
28.69,64.7,0
28.68,64.4,0
28.68,64.3,0
28.69,64.6,0
28.71,64.6,0
28.7,64.6,0
28.7,64.7,0
28.71,64.9,0
28.72,64.8,0
28.74,64.3,0
28.73,63.98,0
28.74,63.99,0
28.72,64.3,0
28.72,64.2,0
28.72,64.1,0
28.72,64.1,0
28.73,64.1,0
28.72,64.8,0
28.71,64.6,0
28.71,64.7,0
28.71,64.6,0
28.71,64.7,0
28.71,64.1,0
28.7,64.14,0
28.71,64.13,0
28.73,64.13,0
28.72,64.14,0
28.69,64.16,0
28.7,64.18,0
28.7,64.19,0
28.71,64.19,0
28.73,64.16,0
28.73,64.17,0
28.73,64.19,0
28.73,64.19,0
28.73,64.2,0
28.72,64.19,0
28.73,64.2,0
28.72,64.2,0
28.75,64.18,0
28.74,64.16,0
28.73,64.15,0
28.74,64.18,0
28.73,64.19,0
28.73,64.2,0
28.72,64.17,0
28.74,64.15,0
28.74,64.16,0
28.74,64.14,0
28.72,64.13,0
28.71,64.17,0
28.72,64.16,0
28.7,64.21,0
28.7,64.22,0
28.7,64.2,0
28.71,64.23,0
28.7,64.21,0
28.7,64.21,0
28.71,64.2,0
28.72,64.21,0
28.72,64.18,0
28.74,64.16,0
28.74,64.14,0
28.74,64.14,0
28.73,64.14,0
28.73,64.16,0
28.74,64.16,0
28.72,64.14,0
28.72,64.17,0
28.71,64.18,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
29.8,61.86,0
29.83,61.79,0
29.81,61.72,0
29.7,61.88,0
29.59,62.8,0
29.48,62.28,0
29.4,62.46,0
29.32,62.63,0
29.23,62.77,0
29.18,62.92,0
29.13,63.2,0
29.9,63.13,0
29.4,63.21,0
29.2,63.3,0
28.98,63.4,0
28.94,63.42,0
28.93,63.49,0
28.89,63.54,0
28.89,63.6,0
28.87,63.64,0
28.85,63.68,0
28.82,63.73,0
28.81,63.78,0
28.78,63.81,0
28.78,63.83,0
28.77,63.89,0
28.75,63.92,0
28.73,63.94,0
28.72,64.1,0
28.73,64,0
28.7,64.4,0
28.69,64.8,0
28.69,64.9,0
28.68,64.12,0
28.67,64.16,0
28.67,64.18,0
28.66,64.19,0
28.66,64.2,0
28.66,64.26,0
28.65,64.26,0
28.64,64.28,0
28.63,64.33,0
28.62,64.35,0
28.62,64.35,0
28.62,64.38,0
28.63,64.39,0
28.61,64.39,0
28.61,64.4,0
28.61,64.41,0
28.59,64.44,0
28.59,64.46,0
28.58,64.48,0
28.59,64.52,0
28.58,64.52,0
28.59,64.54,0
28.56,64.56,0
28.56,64.58,0
28.56,64.58,0
28.56,64.59,0
28.57,64.6,0
28.55,64.63,0
28.57,64.61,0
28.57,64.61,0
